Cluster ID,Cluster Name,Feature List
25,Video Conference,"access frequently visit channel, load already download video, export chat history, have people nearby feature, have view once option, receive sign in code, keep takibg ny money, leave at least2or3group, weed all elon musk platform, good money earn app, money make app, joke chat app, bangladesh telegram look problem, telegram vary god application, create telegram i d, good project thank, world lead chat platform, register new account, register account, register phone number, register number, register new number, register app, collect money, request code, operate telegram, limit more than one device, limit account, limit gif, claim jackpot task, vary good platform, vary good app, vary good aplication, suggest implementation, reach support, reach limit, reach tg customer service, reach support team, reach nook, fill complaint, fill number, treat user, treat trust, get message, get anonymous message, get internal error message, get so many spam message, get answer, get appropriate answer, get random nonenglish answer, get zero reply, get reply, get response, get single response, get call, get either verification call, get brand new phone, get new phone, get fix, get help, get reason, get money, get vibration, get water, get notification sound, get disorted sound, get spin clock, get pin, get idea, get ban notification, get notification, get little delay, get telegram, get even one report, get report, get old database, get support, get many benefit, get free premium, get telegram premium, get package, get lesson, get charge, get report option, get different login detail, get application, get solution, get common problem, get problem, get confirmation code, get code, get virifcation code, get telegram code, get mere code, get opt code, get login code, get security code, get activation code, get verification code, get verification number, get unwanted character, get people, get customer care, get more extra feature, get icon badge, get one, get pop menu, get delete chat, get well video app, get need app, get app, get new account, get account, get verification sm, get verification, get error, get fraud, get text, get study material, get issue, get trust issue, get link, get access, get contact, get sms, get movie, get new realise movie, get award, get refund, get point, get codeplease, get otp code, get telegram user i d, get msds, scan qr code, cheat user, deliver important message, deliver message, retrieve old contact, recover account, recover personal telegram account, recover mail, restrict message, restrict file, restrict account, get pass code, drive skate sim gramin login problem, put butterfly reaction, put story, put virus, put phone, put people, put phone number, put number, put correct number, put location, put one star, put people nearby function, put free picture verification function, put app, put nongoogle safety email, make unnecessary pay stuff, make i d, make mistake, make connection, make amazing friend, make one channel, make message, make transaction, make credit card transaction, make app purchase, make purchase, make star purchase, make money, make idea, make good amount, make sense, make fake nude picture, make limited post, make well security, make business, make new telegram account, make account, make new account, make video call, make call, make video and audio call, make contact, make significant progress, make issue, make app, make new email, make new acc, make bot, make autofill, make voice chat community, convince family, make telegram i d, spread truth, remove member, remove multiple member, remove nearby people, remove people, remove people nearby option, remove official telegram story, remove facility, remove account limit, remove limit, remove ability, remove video contain, remove ban, remove report option, remove search location feature, remove feature, remove btc withdrawal fee, remove review, remove function, remove so boring app, remove unsafe and unreliable app, remove search, remove nearby ioption, remove nearby future, remove fafe bot, remove find people nearby feature, remove nearby people option, remove quiz bot, remove nearme people chat function, prevent future issue, prevent file, prevent bot, allow application, allow criminal activity, allow email address, allow permission, allow access, allow way, allow animated emoji, enable sensitive content option, enable several privilege, enable user, explain problem, explain issue, explain dumbfoolery, understand reason, understand frustration, understand thing, understand new update, discuss little problem, regard fraudulent activity, investigate thing, contain illegal material, avoid stupid app, suspend app, money marking app, have chance, have money, have clue, have user friendly option, have option, have loop, have phone number, have two block number, have number, have carrier phone number, have new phone number, have unlimited network, have good network, have channel, have telegram, have solution, have such great product, have hamster combat, have action, have corresponding response, have important document, have functionality, have more authority, have bad call and video call system, have device, have other device, have authorization, have notification, have very poor customer support, have support, have one idea, have idea, have matter, have word, have blue screen, have question, have much more ability, have ability, have file size, have all attention, have remembrance, have strong internet connection, have stable high speed internet connection, have bad connection, have conversation, have suggestion, have restriction, have rule, have bug, have now very old bug, have connection bug, have many bug, have several bug, have trouble, have lot, have screen shot, have privacy, have low privacy, have file sharing, have control, have hard time, have many attempt, have different icon, have very low amount, have certain amount, have ton, have code, have sms code, have many such long message, have star important message, have so many friend, have new friend, have voice call, have decent phone, have conducive environment, have security, have people, have business, have something problem, have such problem, have problem, have big problem, have many problem, have one problem, have voice error, have significant impact, have both positive and negative effect, have choice, have doubt, have low fall, have countless benefit, have important work, have oneplus nord, have special advance feature, have more feature, have very useful feature, have good feature, have group, have own group, have team, have telegram account, have new account, have access, have very nice view, have specific link, have nice service, have great robot, have wonderful experience, have really frustrating experience, have great experience, have experience, have very bad experience, have very good experience, have bad experience, have nice experience, have important file, have way, have native app, have app, have wery good useful app, have billion, have issue, have connection issue, have same issue, have brilliant author, have great photo quality, have bedfordshire, have language, have many update, have very good update, have contact, have other messenger, have whatsup messenger, have fun, have good future, have mercy, have perk, have alot, have lphone, have vpn, have more freedom, have personal freedom, have potential, have important datum, have much datum, have fast internet, have good internet, have subscription, have video, have many usdt, have so much glithe, have purchase1000star, have whatsapp, have voice messaging, keep good work, keep great work, keep great job, keep message, keep account, keep damn app, keep jcc, keep support centre, keep scammer, keep connect status, deserve rating, deserve not even single star rating, deserve upgrade, deserve minus star, deserve star, deserve more than5star, appreciate quality, appreciate assistance, appreciate app, raise question, raise concern, raise hand, rip medium round up tab, drain battery, prefer tg xlayout, prefer good one, i do not know, answer i asap, know reason, know knowledge, know classic staple, know problem, know business, know ott platform, know potential, expect more exciting feature, expect declension, lure individual, lack proper moderation, violate community guideline, violate even single rule, mention foto, face too many problem, face one problem, face late message problem, face too many attempt, face phone number verification issue, face critical issue, face same issue, face prblm, join too many channel, join channel, join open channel, join conversation, join few group, join school group, offer numerous feature, offer robust privacy feature, offer option, offer seamless user experience, refuse service, sell body, sell soul, sell info, sell illegal contraband, store academic material, warn potential user, include status feature, include more pay method, include psp file, include movie music, reflect actual number, eat too much internet datum, eat money, enjoy quiz, enjoy telegram, enjoy application, enjoy content, enjoy app, enjoy telegram account, enjoy group call, enjoy function, pay ransom, pay attention, pay price, pay telegram premium, pay premium, pay money, money paying app good app, take other video calling app, take screen shot, take people nearby option, take people, take couple, take serious action, take necessary action, take action, take too much time, take so much time, take long time, take much time, take i d, take money, take care, take step, take option, take effect, take age, take premium membership, take much data, take app, take alot, take more than24hr, take more datum, take that much datum, take selfie, give new experience, give account, give permission, give privacy, give gift, give priority, give explanation, give punishment, give peace, give reason, give bug, give reaction, give sound notification, give space, give money, give verification code, give valid code, give code, give live contact option, give option, give premium, give small idea, give number, give cell phone number, give same message, give answer, give only call, give chance, give problem, give huge problem, give error, give look, give many dollar, give satisfaction, give so much pain, give one star, give two star, give ahundred star, give four or even five star, give zero star, give star, give five star, give ringing, give review, give hotness review, give bad review, give free premium telegram membership, give bank info, give info, give total information, give headex, give email, give alternative, give helpline, give quiz bot, give complete personal freedom, give more than10minute, give only4star, give user datum, give home, give telegram primium, give free traial, bring update, bring access, bring money, bring tool, bring happiness, bring feature, bring apology persimmon, bring people nearby thingy, bring nearby people feature, leave package, leave telegram, leave chat, leave bad review, leave review, leave discord, leave pakistan, tell one reason, tell reason, tell telegram, accept call, accept first number, believe lie, check network connection, check telegram massage, check activity, check code, check problem, check report, check number, check all post, check issue, check account, check telegram account, check phone contact, check youremail, confirm transaction, confirm plan, confirm word, blow phone, forgot two step verification password, lock time, lock phone, lock app, privacy set, bad privacy set, privacy relate issue, hit password, read important message, read reason, read news, read one, read to, read messge, fix bug, fix videocall camera rotation, fix time, fix you it and service department, fix search option, fix security, fix error problem, fix problem, fix network error, fix one, fix basic functionality issue, plz fix issue, fix loading issue, fix activation code issue, fix issue, fix internet issue, fix app, fix alot, fix hacking issue, forget code, connect telegram support, connect bitget wallet, connect telegram, connect people, connect game, connect problem, connect call, connect bra bra, connect web3wallet, help no telegram, help people, help user, help telegram team, very help ful app, reach help assistant, save image, save very personal document, save content, save stuff, save message, save social app, save contact, save video, stop scam project, stop work, stop gif, stop auto start mood, hide option, hide number, hide online status, hide tab, hide personal information, add hide chat, throw phone, pin old message, bug new version, resolve false ban plz, resolve issue, ban innocent user, ban pakistani account, ban new phone number, ban phone number, ban leave member, ban useless bot, consider user feedback, consider suggestion, let crypto scam airdrop project, use cloud base storage, use improvement, use two telegram account, use two account, use own email account, use gmail account, use account, use fake account, use tg account, use search, use seperate device, use samsung device, use adorable android application, use signal, use story, use play game, use other, use people, use telegram wallet, use telegram, use telegram qr, use main telegram wallet, use open source client, use zong sim, use premium, use bro, use kind, use android phone, use video call, use feature, use cyber crime, use money, use new number, use phone number, use number, use mobile phone number, use mobile number, use official one, use study relate group, use star, use share function, use necessary app, nice and easy to use app, use ya app, use useless app, use certain app, use banking app, use mini app, use telegram app, use app, use site, use one website, use personal info, use pc, use human, use very poor quality, use kyc, use tg, use tele, use telegram mining bot, use appi, use full aap, use mail, use email, use vpn, use app download, use flatform, use teligram, use telligram, use ewallet, use terabox, use dapp, use tecno, use whatsapp, use premium emoji, use help option, use to much datum, use oneplus nord ce3lite, provide feedback, provide evidence, provide so much facility, provide code, provide notice, provide review feature, provide more service, provide good service, provide service, provide kind, provide option, provide fund, provide net, provide new update, provide email otp, support scam project, support multimedia sharing, support app, pick phone call, pick call, pick person, pick fav, remove pick off talegram, choose login email, choose one file, choose prefferd quality, try app, try option, try authentication way, try contact, try login, try clear cashe, try samsung s9, see news, see story, see photo, see other last see time, see people, see message, see annoying popup message, see connect message, see reasonable action, see download section, see sexual and pornographic content, see status, see info, see download option, see flashlight option, see star, see telegram star, see all telegram app, see telegram app, see few line, see other contact, see good anime, see anime, see video, see download video, see short video, see naruto video, see download, see preview and download progress bar, see naruto, follow telegram channel, follow main telegram rule, follow one guy, follow direction, follow telegram, follow dimitri, follow only afew big account, lift ban, lift account limitation, switch device, hire real people, bangladesh bangla ling sm code problem, wallet opening, block phone number, block dust content, bangladesh banking saim login code sm poblem, bangladesh airtel not verifecation code sm, set password, set scenario, set telegram app, set privacy set, guarantee yet more assurance, promise protection program, repeat same mistake, receive nottlification, receive otp, receive email, receive absolutely no contact, receive activation sms, receive sms, receive weird notification, receive telegram notification, receive message notification, receive warning, receive feedback, receive response, receive massage, receive otp code, receive authentication code, receive sms code, receive verification code, receive code, receive activation code, receive verication code, receive login code, receive valid code, receive telegram code, receive telegram verification code, receive phone number verification code, receive second code, receive problem, receive opt number, receive reason, receive money, receive new message, receive message, receive late message, receive sms message, receive answer, receive call, receive incoming call, receive premium benefit, receive ton, receive sort, receive cod, receive sm, receive crypto, receive thecode, receive notification sms verification, receive telegram star, receive star, receive new chat, receive account, receive automate link, receive anonymous group link, receive effin otp, receive refund, receive messagespast, serve scammer, achieve goal, go money, think money, come code problem, buy new number, buy new phone number, buy new one, buy telegram premium, buy premium, buy gun, buy telegram, buy new sim, buy new register sim, buy star, buy telegram star, buy pass, buy new sim card, buy premium account, buy cryptocurrencie, buy premium join hundred, buy tg stars, earn more money, earn real money, earn money, earn lot, earn mone, earn app, steal datum, steal money, steal yidentity, spend so much time, spend money, learn new thing, activate vibration mode, activate nearby feature, activate app, activate account, move tab bar, create new channel, create channel, create public channel, create professional facebook page, create topic feature, create group chat, create app, create wallet, create folder, create telegram account, create new telegram account, create account, create new account, create code sms problem, create account verification code, create local group, create place, create profile, create contact, create platform, create acc, create karne mein, install game, install error message, install people, install app, restore phone number, restore message, restore account, find proper solution, find solution, find problem, find number, find group, find friend, find name, find people nearby feature, find people nearby option, find people, find interesting news, find bad thing, find account, find mobile internet datum theft, find app, find cod, find video player, find contact information, find difficulty, find individual, find telegram video, search save message, seek assistance, seek customer help, say too many attempt, say opinion, say not enough storage space, say telegram, say internal error, say error, say spam, ask install, ask question, ask support team, do bad thing, do same thing, do piece, do online class, do factory reset, do auto correction, do restriction, do solution, do telegram, do business, do well developer, do amazing upgrade, do member, do great job, do really bad job, do well job, do job, do great work, do full update, do poll, do fraud, do so many scam, do many update, return i d, return nearby people option, encourage scam, encourage scammer, encourage copyright infringement, promote ton network, promote illegal content, promote scam, ensure privacy, ensure easy access, ensure high level, prepare government job exam, approve payment, approve money, approve app, loading and connect error only otherwise well experience, turn restrict saving content, enjoy excellent messaging experience, enhance overall messaging experience, world fast messaging app, love messaging app, everything app, often slow bs censorship, waste money, want reaction, want nearby option, want code, want feature, want third part app, want telegram messenger app, want gif, want more update, want new update, want google account email, want animate sticker, need free premium, need second verifycation password, need update application, need code, need well security, need new phone, need telegram, need high level network, need help, need answer, need kind, need more expectation, need phone number, need new phone number, need more feature, need app, need way, need more fast service, need information, need update, need good update, need email, need tor eff, need refund, need ai feature, hate fact, hate app, deny wrongdoing, enhance user experience, endure great purge, consume so much datum, consume all datum, consume lot, destroy trust, destroy life, kill people, kill telegram, kill battery, protect privacy, protect people, protect hacker, protect contact information, protect scammer"
26,Social Networking,"add new setting, add archive password lock, add one thing, add call option, add email option, add video lock option, add viedo quality option, add option, add channel, add new gmail code number, add number, add phone number, add problem, add group, add people, add friend, add even more frustration, add user protection, add more and more garbage, add sticker support, add news feed, add gmail sign, add feature, add story feature, add status ring, add mini app, add contact, add certain contact, add new contact, add nearby contact, add cv contact, add unimportant update, add text status update, add japanese, add inbuilt translator, add up to five second, add click, add mail, add video, add edit caption, add caption, add sticker, add photo hd, add certain background wallpaper"
27,Call,"call waiting problem, call code, call number, call customer support, call service provider, call friend, call may friend, call person, call attention, call little flower, call issue plzz update app, meet nice friend, meet new friend, meet so many friend, meet really nice people"
28,Secure Messaging,"for you page, not bad for now and delay"
29,Entertainment,"hear audio, hear great thing, feel pain, like feel ha cartoon character, watch movie, watch chinese korean drama series, watch video clip, watch video"
30,Mobile App,"reduce risk, reduce gap, minimize problem, minimize app, gain access, manage storage, manage simple app, develop app, maintain credibility, commit suicide, verify country code, verify code, verify nin slip, verify code problem, verify problem, verify phone number, verify number, verify account, verify telegram account, verify user, terminate device, abuses trust, afford last task, proceed transaction"
31,Sharing Personal Information,"share personal information, share video player"
32,Secure Chat,"make chat privacy, change chat button s, chat message, chat privacy, chat other people, so cool and secure chat set, chat frand, encrypt group chat, when upgrade old chat"
33,Integrating Telegram with Python,"simulate issue, opt feature, integrate telegram, convert json"
34,Very Good App,"very good pdf app studying, really good app approve, refer app"
35,Life Change,"change phone, change device, change crypto feature, change default storage, change set, change phone number, change whole life, change life, change policy, change username i d, life change app, transfer money, loss all old data, cut dkhi, because many worry"
36,Work Technical Issues,"work video message, work phone number, work technical issue, work bad app"
37,View Content,"view incoming message, view code, view post, view ad"
38,Report and Notify,"new review now thank, review paragraraph, report fake channel, report illegal channel, report channel, report scam activity, report person, report user, report spam group, report account, report cyber crime, report incident, report issue, report spammy or fake account, report porn, report scam, report scammer, notify telegram, notify tablet, cancel card"
39,Post Multiple Things,"post several comment, post only7post, post more then2thing"
40,App Settings,"turn filter, turn vibration, turn notification, turn people nearby option, turn flight mode, turn automate moderation, turn contact, turn datum, turn wifi"
41,Hold Button,"hold oue community, hold button"
42,Secure Messaging,"send lot, send weird thing, send ton, send contact number, send thousand, send money, send massage, send compliment, send voice, send device, send very bad telegram, send report, send many report, send notification, send confirmation code, send login code, send sms code, send code, send verification code, send otp code, send activation code, send telegram code, send problem, send request, send many request, send invite, send video message, send txt message, send message, send schedule message, send two message, send text message, send many message, send spam message, send more message, send important message, send voice message, send advertisement message, send call, send multiple help, send nasty picture, send link, send inappropriate link, send spam link, send short voice note, send info, send big file, send large file, send file, send laggere file, send opt, send pic, send sm, send unsolicited text, send text, send anonymous text, send sms, send verification, send proof, send well over five email, send so many email, send email, send countless email, send adozen email, send several email, send multiple email, send contact, send many mail, send multiple mail, send mail, send gif sticer, send video, send crop screenshot, send disappear message, send code see, send grate one, send log in code, hang problem"
43,Write Communication,"write one and only messenger, write phone number, write policy, write mail"
44,Medium Team Collaboration,"run medium, run people"
45,Improve App Functionality,"improve self job, improve function, improve so many people, improve security, improve feature, improve support team, improve app, improve video and audio connectivity calling, increase download speed, increase playback speed, increase feature"
46,Customer Experience,"experience same problem, experience even single problem, experience too much bug, experience frustrating issue, continue bad and cheap experience"
47,Open Several Video,"not open chat, open new telegram account, open other mini app game, open several video"
48,Recommendation Engine,"recommend signal, try all recommend fix, recommend people, recommend all people, recommend more interesting update, recommend app"
49,Information Sharing,"pass information, pass whatsapp"
50,Messaging,"show monthly subscription, show video, show original channel, show black screen, show size, show info window, show time, show old conversation, show proper order, show nearby friend, show name, show wrong thing, show close people, show incoming call, show phone, show download sign, show problem, show banglalink sim login verification code problem, show code, show notification, show that episode, show runtime exception, show respect, show nice app, show connect update, show contact, show optional, show ad, show search result, show nearly people option, show close app and app info more detail"
51,Play Store Fraudy Apps,"play game, play track, play store fraudy app, play video app, play download video, play video, play minigame, play mucis, suspect foul play"
52,Phone Number,"enter application, enter program, enter channel, enter telegram, enter strange group, enter new sim number, enter phone number, enter number, enter account, enter app, enter email, enter new email, enter dm, enter email mf"
53,Build Own Platform,"build own platform, build platform"
54,Problem Solving,"solve tele phone, solve late massage, solve telegram support, solve problem, solve minor problem, solve auto logout account problem, solve leg, solve issue"
55,Airtel SIM Logging Problem,"bangla desh airtel sim logging sms problem, have logging problem, get logging problem"
56,Define History,"define thank, define history"
57,Personal Messaging,"ilike thes app, ilove app, talegram bad ever app"
58,Crypto,"do crypto mining, have crypto wallet, good crypto earn app, exchange crypto"
59,Mobile Phone,"bangladesh banglaling sim loing code sm problem, bangladesh banglaink sim loing code sm problem, banglalink sim login code problem please new code"
60,Software Update,"like new update, update google pixel9pro, update proxy, update connect status, update new version, update version, update new feature, update issue, update plessss dn update, update information, update smart app, update app, update new email"
61,App Launch,"start same problem, start message, start app, start discount pleace, start movie, start download"
62,Legit App,"but definitely legit app, treat legit people"
63,Love,"love lockout screen, love app work, love one, love domestic terrorism, love new update, love aap, love favourite terigum, love web3application, love ths apk"
64,Account Login Problems,"login new phone, login very bad network, login old phone display, not login account, bangladesh airtel sim loging code problemplese help"
65,Log In Problem,"log code, log phone number, log in problem"
66,Data Loss,"lose all most important chat, lose account, lose crypto asset, lose asset, lose energy, lose backup, lose all support, lose interest, lose sell, lose money, lose phone, lose large amount, lose phone number number, lose thousand, lose hamster kombat progress, lose sim card, lose access, lose all contact, lose acc, lose datum, lose all datum, lose saving money"
67,Verry Nice Telegram,"so verry good app, verry nice telegram"
68,Delete All Crypto Miniapp,"delete all chat, delete many thing, delete all crypto miniapp"
69,Bug Fix,"teligram use app, fix godammn buggy calling feature"
70,Private Messaging,"download karo bahut aacha app, face alot, earn mony, download cold pursuit movie, and before movie, be telegram freelancer, bangladesh airtel sim code ase na, sim card code ashe na, bangladesh banglalink verification code ase na kno, like tg, like information, like content, like link, experience below issue, contact below reply, face issue, like program, download15gb long lecture, use application, show application, sabotage log in account, gmail account sms very vision code problem, report problem, update problem, sm divo problem, robi sim bangladesh verification code number log in problem, sms problem bangladesh grameenphone login, like sms code, like cloud base chat system, outfast malicious script, like color, quote message, have unread message, telegram pr message aa rha pr dikha nhii rha problem, telegramisscam random ban, view channel, have pay option, select bluetooth option, recover number, have own number, it wonderful app, it such awful experience, it interesting platform, it good and reliable app, it good app, i d anshajislive, fix kind, share thing, to now many thing, like fact, review situation, bangladesh telegram sim sm problem, like telegram, wy telegram, contact google play store, no more people nearby option, save download elephant, miami bangladesh amar robi, signal private messenger ftw, jai shree ram chandra, like security, wa business, ring fone, miss feature, like feature, request addition, download picture, poor call quality, download medium file, ban app, launch app, drop app, download very bad app, speed app, like telegram app, like app, block app, till now good app, download good app, support uwp native app, op telegram download app, have report button, change review, update review, have own way, like way, bhia bout sexy ni tu vdownload kro, not sms show, like intellectual build, ay gold, fraud mine bot, aap not bark, waste aap, bangladesh grameenphone sm problem, bangladesh graminphone sms code problem, bangladesh grameenphone loging sm problem, ok rthank, like appbut, downgrade supergroup, download so many video, upload video, auto download push"
71,Bangladesh Grameen Phone,"bangladesh gamenphone loading code asce na, bangladesh graemephone sim login code sms problem, bangladesh garamine sime sms cad aste sana, bangladesh grameen seem login code sms, grameen sim verification code problem"
72,Secure Video Conferencing,"bangladesh gramin sms login same problem, bangladesh sim robi code sms problam"
73,Scam,"scam money, scam other people"
74,Human-Computer Interaction,"click button, click search button, click sms option, click link, click download"
75,Illegal File Download,"not download photo, download multiple image, not download speed, download big file, download illegal file, download same file, download large video mkv file, download one video"
76,Recieve Code,"recieve code, recieve waste, recieve call, recieve sms"
77,Work Status,"do work, not work, why not work"
78,Thank You,"thank, wow thank, phone newbe thank, okay thank"
79,Bless Creator,"bless creator, bless telegram founder"
80,Anime and Manga,"watch lot, watch third season, watch anime"
81,Social Meetups,"meet one, meet friend, meet"
82,Healthcare Experience,"experience, hv experience"
83,Video Chat,"show telegram time, download show"
84,Issuing Receipts,"issue receipt, please issue"
85,Bangladesh Grameenphone,"bangladesh grameen sim login network problem, bangladesh grameen sim loagin code sms problem"
86,High Capacity Data Transfer,"upload100mb, have100mb"
87,Account Security,"not login, have login"
88,Log Account,"log account, log app"
89,Downloading,"can nt download, download same medium"
90,Productivity,"very very useful app, very useful app"
91,Rating System,"give1star rating, give3star rating"
92,Contact Telegram Support,"contact telegram support team, contact telegram support group"
