Cluster ID,Cluster Name,Feature List
11,Socializing,"meet new friend, meet cool friend, meet first true friend, meet good friend, meet interesting people, meet new people, meet so many nice people, meet so many people, meet really nice people, meet discord, meet new peep, look issue, hear voice, hear screen, hear sound, hear friend, hear call, hear voice discord, hear mic audio, hear game audio, hear audio, feel need, touch grass, watch stream, watch youtube link"
12,Call UI,"call friend, call people, call ui"
13,Chat App,"freeze app, offer functional android app, drive app, still broken app, love app die, quit app, redesign app, save chat history, add chat bubble feature, chat favorite thing, chat people, chat loading issue, chat app"
14,Not User Friendly Pain,"not user friendly pain, hire crusty"
15,Multi-User Chat,"collect email, collect fund, register number phone, register date, register problem, register new account, register account, register app, report message, report bug, report discord server, report people, report issue, report scammer, cancel event, cancel reset password, recently cancel nitro, cancel nitro, cancel subscription, purchase nitro clasic, have split second delay, detect more update more problem, date note accept plzzz solution problem, verify log in location, i amhave same issue, mess entires audio, epic group chat app, accept40mb video, encounter more bug, encounter ultra rare error, upgrade multiple phone, do verification thing, stream different app"
16,Change,"change set, change input output, change orientation, change maximum file size, change guild, change default input and output device, change notification tone, change mind, change feature, change rating, change world, change life, change entire layout, change layout, change app, change email, change phonr, change mobile ui, change notification sound, change frontend ui display look, change gmail, change lock screen wallpaper, changes notification tone"
17,Group Communication,"view image, view new message, view online member list"
18,User Onboarding,"create server, create many server, create lock channel, create new password, create i, create new thread, create problem, create account, create first account, create new account, create new email account, create own account work, create bad app, create new acount, create such horrible ui, create whole new acc, create acc, create bot, install version, install app, install discord, buy all share, buy new phone, buy free trial, buy item, buy decoration, buy newly implement nitro, buy nitro sub, buy nitro, buy afew nitro, move social group, verify discord, verify captcha, verify different airdrop coin, verify code, verify problem, verify number, verify phken number, have verify number, verify phone number, verify password, verify phone, verify account, verify email, verify good am account"
19,Cost Money,"cost money, afford nitro price"
20,Smart Home Automation,"turn notification, turn all new stuff, turn camera, turn gif, turn swipe, turn wifi"
21,Discord Mobile,"miss critical news, miss other stuff, miss key feature, miss old version, miss old layout, miss sweet discord, miss old discord mobile, miss simple discord, miss old discord, miss dm, miss old ui, miss old sliding member tab, close dm"
22,Messaging,"get fail to send message, send expired link, duplicate send image, send animate sticker, send screenshot, send friend request, send freind request, send simple message, send message, send long message, send voice message, send nsfw photo, send photo, send picture, send image, send notification, send push notification, send threat, send code, send authentication code, send verification code, send file, send how big file, send fake link, send verification, send gif pic, send pic, send press, send other app, send one, send nodification, send email, send gif, send free nitro, send dm, send long video, send video, send photo video, send picture video, send screen recording, send gifsanymore, send emoji"
23,Password Management,"remember password, remember one, remember username"
24,Security Breach,"log iwould bro, log own account, fix log in system"
25,Good Chat App,"good chat app, neat more optimization"
26,Thank You,"god bless, bless screen industry, thank udiscord, thank goodness"
27,Video Call with Private Server,"run private server, run dc, run amoc, go video"
28,Server Emote,"recommend developer, recommend app, recommend other server emote"
29,Connectivity,"solve problem, solve phone verify problem, solve connectivity thing, solve bluetooth issue, solve issue, solve captcha, solve plzz"
30,Discord Improvements,"improve notification system, improve discord experience, increase stream bitrate, increase size"
31,Love New Passkey Feature,"love new group, love extra help, love ui option, love new avatar decoration, love new passkey feature"
32,Lag Detection and Notification,"lag good quality, lag notification"
33,Lose Account,"lose money, lose people, lose i, lose ability, lose many online friend, lose friend, lose phone, lose all message, lose number, lose all discord notification, lose mind, lose original account, lose account, lose decade old account, lose access, lose favorite app, lose track, lose nitro"
34,Discord,"have own community, text people, way too many update, s choice, demand apology, address as soon as possible, timeout one butt, love thing, ruin whole thing, like two thing, tag bad word, like game, use application, stabilize application, to much complicated application, like discord interface, share screen wile, have own menu page, view channel, like customization option, discord good job hay aur ap sab free man discord good job, nice fo chat, revo launcher phone, stream phone, end call, s son, view medium break app layout, view medium, place kind, you coward, miss iconic discord grey, like original one, 1 in game account switcher mod disord, have samsung galaxy s22ultra, like way, change review, update review, face issue, because download issue, have call issue, download audio file, like update, pende update, like access, discord very bad app, login app, not secure app, like mobile app, optimize app, stream app, reopen app, force app, like app, share app, good app dude ngl, force quest pop, decrease mb limit, 10mb limit, now only10mb video, like app layout, like current old layout, like new ui, rip discord, like discord, like old discord, like football, like update policy, love itt, view video, upload video, post video, hii super quality video, load six second video, like poop, dislike swipe to reply feature, like swipe to reply feature"
35,Image Upload,"upload picture, upload photo, upload image, upload even short video"
36,Public Channel Browsing,"browse channel, browse public server, browse public stream, browse gifs"
37,Report Submission,"submit two bug report, submit report, submit review, submit bunch, submit age, submit ticket"
38,Click to Verify,"click verify, click watch screenshare"
39,Click Actions,"click app, click button, click channel, click discord logo, click image, click forum post, click voice set, click subthread"
40,Bug Fix,"fix file limit, fix call issue, fix emote gif problem, make acc pis fix"
41,Reset Password,"forget discord password, forget password"
42,Bother Other,"neglect android version, bother other"
43,Server Check,"check set, check app setting, check server, check patch note"
44,Get Blank Page,"get pass, get lot, get blank page, get notif, get free3month, get hang"
45,User Input Error,"put username, put vpn, put wrong year, put day"
46,Set Operations,"have set, try set, add set"
47,Do Favor,"do favor, do circle, do several time"
48,Time Consuming,"take little bit, take more click, take hour, take time"
49,Join Virtual Conference,"join vc, join betta"
50,Mic Usage,"know use, use mic"
51,Account Switching,"switch account, get switch"
52,Messaging Application,"abyssmal messaging service, fun messaging app, good messaging app, very good messaging app"
53,Call Audio Management,"fix call audio, join call, call justin, call shot"
54,UI/UX Changes,"change perfect ui, change password, change ui, change profile picture"
55,Send OTP,"send otp, hit send"
56,Meet Friends,"meet friend, meet lot"
57,Voice Chat,"chat friend, chat box application, edit chat, voice chat"
58,Sharing,"share photo, share discord application"
59,Ultra Rare Error,"ultrarare error wow thank, thank"
60,Audio Device Control,"turn mic, turn bluetooth"
61,Samsung Note,"patch note, samsung note"
62,Software Update,"force update, download update, update"
63,Open App,"open whole new world, open favorite gif, open different app"
64,App Testing,"run perfec, run android"
65,Have Login,"like but login problem, have login"
66,Online Learning Platform,"have glitch, glitch"
67,Negative App Review,"terrible app, horrible app"
